docname,Segment,WPS,WC,Sixltr,Dic,culture.culture-high,culture.culture-popular,culture.sport,culture,economy.+state+,economy.=state=,economy.-state-,environment.con environment,environment.pro environment,groups.ethnic,groups.women,institutions.conservative,institutions.neutral,institutions.radical,law_and_order.law-conservative,law_and_order.law-liberal,rural,urban,values.conservative,values.liberal,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Working_Together_for_an_Asia_Pacific_Community_wit.csv.3,936,14.5,29,24.14,3.45,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,6.9
Working_Together_for_an_Asia_Pacific_Community_wit.csv.4,937,20,40,22.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,2.5,0,10,5,0,0,0,0,0,5,0,0,0,5
Working_Together_for_an_Asia_Pacific_Community_wit.csv.5,938,25.833333333333332,155,32.9,9.68,0,0,0,0.65,1.29,4.52,2.58,0,0,0,0,0,0,0,0,0,0,0,0.65,0,12.9,3.87,6.45,0,0,0,0,1.29,1.29,0,0,10.32
Working_Together_for_an_Asia_Pacific_Community_wit.csv.6,939,14,154,25.97,5.19,0,0,0,0.65,0.65,2.6,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,15.58,6.49,4.55,0,0,0.65,0,3.25,0.65,0.65,0,11.69
Working_Together_for_an_Asia_Pacific_Community_wit.csv.7,940,33.333333333333336,100,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,0,0,0,0,5,1,1,0,10
Working_Together_for_an_Asia_Pacific_Community_wit.csv.8,941,23.823529411764707,405,30.37,8.64,0,0,0,0.25,1.23,5.19,0.49,0,0,0,0.25,0.49,0,0.49,0.25,0,0,0,0,0,11.36,4.2,3.7,0,0,0,0,1.48,0,0,0.99,7.9
Working_Together_for_an_Asia_Pacific_Community_wit.csv.9,942,26.9,269,31.23,7.81,0,0,0,0,1.12,2.97,1.49,0,0.74,0,0,0,0,0.37,0.37,0,0,0,0,0.74,12.27,3.72,5.2,0,0,0,0,2.6,0.74,0.74,0,8.92
Working_Together_for_an_Asia_Pacific_Community_wit.csv.10,943,29,290,27.59,5.86,0.34,0,0,0.69,0.34,2.41,0,0,0.34,0,0,0.69,0.34,0.34,0,0,0.34,0,0,0,11.72,3.45,4.48,0,0,0,0,2.07,1.72,0.34,0,7.93
Working_Together_for_an_Asia_Pacific_Community_wit.csv.11,944,23.5,235,25.96,2.55,0,0,0,0,0.43,1.28,0,0,0,0,0,0.43,0,0.43,0,0,0,0,0,0,11.91,4.26,3.83,0,0,0,0,2.55,1.28,0.43,0,8.09
Working_Together_for_an_Asia_Pacific_Community_wit.csv.12,945,21.166666666666668,127,25.2,5.51,0,0,0,0.79,1.57,2.36,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,4.72,2.36,0,0,0,0,2.36,0,0,0.79,7.09
Working_Together_for_an_Asia_Pacific_Community_wit.csv.13,946,19.5,39,20.51,5.13,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,15.38,5.13,5.13,0,0,0,0,2.56,2.56,2.56,0,10.26
Working_Together_for_an_Asia_Pacific_Community_wit.csv.14,947,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Working_Together_for_an_Asia_Pacific_Community_wit.csv.15,948,26.857142857142858,188,23.4,5.32,0,0,0,0.53,2.13,1.6,0.53,0,0,0,0,0,0.53,0,0,0,0,0,0,0,10.64,4.26,4.79,0,0,0,0,1.06,0.53,0.53,0,9.04
Working_Together_for_an_Asia_Pacific_Community_wit.csv.16,949,31.75,127,33.86,3.94,0,0,0,0,0.79,0.79,0,0,0.79,0,0,0,0.79,0.79,0,0,0,0,0,0,7.09,3.15,2.36,0,0,0,0,0,1.57,1.57,0,5.51
Working_Together_for_an_Asia_Pacific_Community_wit.csv.17,950,48,48,14.58,2.08,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,2.08,2.08,0,0,0,0,2.08,0,0,0,4.17
Working_Together_for_an_Asia_Pacific_Community_wit.csv.18,951,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20
Working_Together_to_Build_a_Global_Community_of_He.csv.1,952,7,7,28.57,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29
Working_Together_to_Build_a_Global_Community_of_He.csv.2,953,8,8,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5
Working_Together_to_Build_a_Global_Community_of_He.csv.3,954,3,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,33.33
Working_Together_to_Build_a_Global_Community_of_He.csv.4,955,17.333333333333332,52,25,5.77,0,0,0,0,1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,11.54,5.77,1.92,0,0,0,0,1.92,1.92,1.92,0,7.69
Working_Together_to_Build_a_Global_Community_of_He.csv.5,956,20.5,123,28.46,3.25,0,0,0,0,0.81,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0.81,0,8.94,4.88,3.25,0,0,0,0,0.81,0,0,0,8.13
Working_Together_to_Build_a_Global_Community_of_He.csv.6,957,23.2,116,18.97,6.03,0,0,0,2.59,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,12.93,4.31,6.03,0,0,0,0,0.86,1.72,1.72,0,10.34
Working_Together_to_Build_a_Global_Community_of_He.csv.7,958,29.6,148,31.76,4.73,0,0,0,0,0.68,3.38,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,13.51,3.38,4.73,0,0,0,0,5.41,0,0,0,8.11
Working_Together_to_Build_a_Global_Community_of_He.csv.8,959,22.4,112,25.89,3.57,0,0,0,0.89,0.89,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0.89,10.71,4.46,4.46,0,0,0,0,1.79,0,0,0,8.93
Working_Together_to_Build_a_Global_Community_of_He.csv.9,960,23.714285714285715,166,31.33,4.82,0,0,0,0,1.2,1.81,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,10.84,4.22,3.01,0,0,0,0,1.2,0,0,1.2,7.23
Working_Together_to_Build_a_Global_Community_of_He.csv.10,961,28.6,143,32.17,3.5,0,0,0,0,1.4,0,0,0,0,0,0,0.7,0,1.4,0,0,0,0,0,0,10.49,3.5,6.29,0,0,0,0,0.7,0,0,0,9.79
Working_Together_to_Build_a_Global_Community_of_He.csv.11,962,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Working_Together_to_Build_a_Global_Community_of_He.csv.12,963,29.11111111111111,262,32.44,7.25,0.38,0,0,0,1.53,1.53,0.38,0.38,0,0,0,0,1.53,0.76,0,0,0,0,0,0.76,9.16,4.2,3.44,0,0,0,0,1.53,0,0,0,7.63
Working_Together_to_Build_a_Global_Community_of_He.csv.13,964,18,18,33.33,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,16.67,0,5.56,5.56,0,0,0,5.56,0,0,0,11.11
Working_Together_to_Build_a_Global_Community_of_He.csv.14,965,34,34,32.35,2.94,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,2.94,0,0,0,0,0,5.88,0,0,0,2.94
Working_Together_to_Build_a_Global_Community_of_He.csv.15,966,26,26,26.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,3.85,0,0,0,0,3.85,0,0,0,7.69
Working_Together_to_Build_a_Global_Community_of_He.csv.16,967,21,21,42.86,4.76,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,0,0,0,0,0,4.76,0,0,0,4.76
Working_Together_to_Build_a_Global_Community_of_He.csv.17,968,35,35,31.43,5.71,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,11.43,2.86,2.86,0,0,0,0,5.71,0,0,0,5.71
Working_Together_to_Build_a_Global_Community_of_He.csv.18,969,38,38,42.11,5.26,0,0,0,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,10.53,2.63,2.63,0,0,0,0,5.26,0,0,0,5.26
Working_Together_to_Build_a_Global_Community_of_He.csv.19,970,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,50
Working_Together_to_Build_a_Global_Community_of_He.csv.20,971,30,60,20,6.67,0,0,0,0,3.33,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,13.33,3.33,5,0,0,0,0,1.67,3.33,0,0,8.33
Xi_Jinping_Discusses_Leadership.csv.1,972,23.666666666666668,71,30.99,8.45,0,0,0,0,0,1.41,0,0,0,0,0,0,1.41,2.82,0,0,0,0,2.82,0,14.08,4.23,7.04,0,0,0,0,1.41,1.41,1.41,0,11.27
Xi_Jinping_Discusses_Leadership.csv.2,973,15,30,36.67,13.33,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,13.33,0,3.33,3.33,0,6.67,0,0,0,0,0,13.33
Xi_Jinping_Discusses_Leadership.csv.3,974,44,220,30.45,14.09,0.45,0,0,0,0.91,3.18,5,0,0,0,0,0.45,0.45,0.45,0,0,0,0,3.18,0,11.36,2.27,6.36,0.45,0,0,0,1.36,0.91,0,0,9.09
Xi_Jinping_Discusses_Leadership.csv.4,975,57.5,115,30.43,14.78,0,0,0,0,1.74,3.48,4.35,0,0,0,0,0.87,1.74,0,0,0,0.87,0,1.74,0,18.26,1.74,10.43,0,0,0,0,0.87,5.22,0,0,12.17
Xi_Jinping_Discusses_Leadership.csv.5,976,17,17,17.65,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,11.76,0,0,5.88,0,5.88,0,0,0,0,0,11.76
Xi_Jinping_Discusses_Leadership.csv.6,977,34,68,29.41,8.82,0,0,0,0,0,1.47,0,0,0,0,0,0,0,4.41,0,0,0,0,2.94,0,14.71,2.94,10.29,1.47,0,0,0,0,0,0,0,14.71
Xi_Jinping_Discusses_Leadership.csv.7,978,21.916666666666668,263,24.33,5.7,0,0,0,0,0.38,1.9,0.38,0,0,0,0,0,0.38,0.38,0,0,0,0,2.28,0,12.93,4.18,6.84,0,0,0.38,0,0,1.52,0,0,11.41
Xi_Jinping_Discusses_Leadership.csv.8,979,24,24,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,4.17,0,20.83,0,12.5,4.17,0,4.17,0,0,0,0,0,20.83
Xi_Jinping_Discusses_Leadership.csv.9,980,27.6,138,29.71,7.25,0,0,0,0,0,2.9,0,0,0,0,0,0,0.72,1.45,0.72,0,0,0,1.45,0,15.22,3.62,7.97,0.72,0,0,0,2.9,0,0,0,12.32
Xi_Jinping_Discusses_Leadership.csv.10,981,38.125,305,20.98,5.9,0,0,0,0.66,0,1.97,0,0,0,0,0,0,0.98,1.31,0,0,0,0,0.98,0,11.15,2.62,4.26,0.33,0,0,0,3.28,0,0,0.33,7.21
Xi_Jinping_Discusses_Leadership.csv.11,982,25,25,16,12,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,4,4,0,4,0,0,0,0,0,12
Xi_Jinping_Discusses_Leadership.csv.12,983,33.6,336,25.89,6.85,0,0,0,0,0.6,3.27,0.6,0,0.3,0,0,0.3,0.3,0.3,0.3,0,0,0,0.89,0,13.99,2.98,7.74,0.3,0,0,0,0.6,2.38,1.19,0,11.01
Xi_Jinping_Discusses_Leadership.csv.13,984,13,26,23.08,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,11.54,3.85,0,3.85,0,3.85,0,0,0,0,0,11.54
Xi_Jinping_Discusses_Leadership.csv.14,985,35.083333333333336,421,23.75,5.7,0,0,0,0.24,1.43,0.71,0.24,0,0.48,0,0,0.71,0,0.95,0.24,0,0,0,0.71,0,12.11,2.85,7.84,0.24,0,0,0,0.95,0,0,0,11.16
Xi_Jinping_Discusses_Leadership.csv.15,986,16,16,12.5,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25,0,6.25,0,0,0,0,0,12.5
Xi_Jinping_Discusses_Leadership.csv.16,987,26.5,53,22.64,7.55,0,0,0,1.89,0,3.77,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,7.55,1.89,1.89,3.77,0,0,0,0,0,0,0,7.55
Xi_Jinping_Discusses_Leadership.csv.17,988,26,104,30.77,10.58,0,0,0,0,0,2.88,0,0,0,0,0,1.92,0,0.96,0,0,0,0,4.81,0,9.62,3.85,5.77,0,0,0,0,0,0,0,0,9.62
Xi_Jinping_Discusses_Leadership.csv.18,989,28,112,19.64,7.14,0,0,0,2.68,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,10.71,3.57,2.68,0,0,0,0,0,4.46,0.89,0,6.25
Xi_Jinping_Discusses_Leadership.csv.19,990,28.5,171,23.39,5.85,0,0,0,0.58,1.75,0.58,0,0,0,0,0,0,0,1.17,0,0,0,0,1.75,0,11.11,3.51,7.02,0,0,0,0,0,0.58,0.58,0,10.53
